search_id,run_order,priority,research_theme,catalog_name,catalog_slug,source_type,query_mode,http_method,endpoint_template,search_term,search_expression,request_parameters_json,geography_scope,time_scope,expected_record_type,what_are_we_expecting,downstream_use,auth_requirement,auth_env_var,pagination_strategy,rate_limit_note,dedupe_key_hint,join_keys_expected,requires_schema_discovery,source_docs_url,notes
DGOV-0011,11,P0,disease_core,Data.gov Catalog API,data_gov,federal_metadata_catalog,catalog_search,GET,https://api.gsa.gov/technology/datagov/v4/search,neuroborreliosis,neuroborreliosis,"{""q"":""neuroborreliosis"",""sort"":""relevance"",""per_page"":100}",United States,All available; preserve source vintage,dataset_metadata,"Core disease, pathogen, vector, and syndrome records that define the Lyme problem space.",Build the disease/pathogen terminology graph and identify authoritative baseline datasets.,required,DATA_GOV_API_KEY,Use the returned after cursor with otherwise identical parameters.,Personal key: respect response rate-limit headers; DEMO_KEY is unsuitable for automated exploration.,results[].identifier; fallback landingPage or distribution URL,"publisher, identifier, spatial coverage, temporal coverage, distribution URL",false,https://resources.data.gov/catalog-api/,Metadata discovery only; follow distribution or landing-page URLs to obtain actual data.
DGOV-0012,12,P0,disease_core,Data.gov Catalog API,data_gov,federal_metadata_catalog,catalog_search,GET,https://api.gsa.gov/technology/datagov/v4/search,Lyme arthritis,Lyme arthritis,"{""q"":""Lyme arthritis"",""sort"":""relevance"",""per_page"":100}",United States,All available; preserve source vintage,dataset_metadata,"Core disease, pathogen, vector, and syndrome records that define the Lyme problem space.",Build the disease/pathogen terminology graph and identify authoritative baseline datasets.,required,DATA_GOV_API_KEY,Use the returned after cursor with otherwise identical parameters.,Personal key: respect response rate-limit headers; DEMO_KEY is unsuitable for automated exploration.,results[].identifier; fallback landingPage or distribution URL,"publisher, identifier, spatial coverage, temporal coverage, distribution URL",false,https://resources.data.gov/catalog-api/,Metadata discovery only; follow distribution or landing-page URLs to obtain actual data.
DGOV-0013,13,P0,disease_core,Data.gov Catalog API,data_gov,federal_metadata_catalog,catalog_search,GET,https://api.gsa.gov/technology/datagov/v4/search,Lyme carditis,Lyme carditis,"{""q"":""Lyme carditis"",""sort"":""relevance"",""per_page"":100}",United States,All available; preserve source vintage,dataset_metadata,"Core disease, pathogen, vector, and syndrome records that define the Lyme problem space.",Build the disease/pathogen terminology graph and identify authoritative baseline datasets.,required,DATA_GOV_API_KEY,Use the returned after cursor with otherwise identical parameters.,Personal key: respect response rate-limit headers; DEMO_KEY is unsuitable for automated exploration.,results[].identifier; fallback landingPage or distribution URL,"publisher, identifier, spatial coverage, temporal coverage, distribution URL",false,https://resources.data.gov/catalog-api/,Metadata discovery only; follow distribution or landing-page URLs to obtain actual data.
DGOV-0014,14,P0,disease_core,Data.gov Catalog API,data_gov,federal_metadata_catalog,catalog_search,GET,https://api.gsa.gov/technology/datagov/v4/search,early localized Lyme disease,early localized Lyme disease,"{""q"":""early localized Lyme disease"",""sort"":""relevance"",""per_page"":100}",United States,All available; preserve source vintage,dataset_metadata,"Core disease, pathogen, vector, and syndrome records that define the Lyme problem space.",Build the disease/pathogen terminology graph and identify authoritative baseline datasets.,required,DATA_GOV_API_KEY,Use the returned after cursor with otherwise identical parameters.,Personal key: respect response rate-limit headers; DEMO_KEY is unsuitable for automated exploration.,results[].identifier; fallback landingPage or distribution URL,"publisher, identifier, spatial coverage, temporal coverage, distribution URL",false,https://resources.data.gov/catalog-api/,Metadata discovery only; follow distribution or landing-page URLs to obtain actual data.
DGOV-0015,15,P0,disease_core,Data.gov Catalog API,data_gov,federal_metadata_catalog,catalog_search,GET,https://api.gsa.gov/technology/datagov/v4/search,early disseminated Lyme disease,early disseminated Lyme disease,"{""q"":""early disseminated Lyme disease"",""sort"":""relevance"",""per_page"":100}",United States,All available; preserve source vintage,dataset_metadata,"Core disease, pathogen, vector, and syndrome records that define the Lyme problem space.",Build the disease/pathogen terminology graph and identify authoritative baseline datasets.,required,DATA_GOV_API_KEY,Use the returned after cursor with otherwise identical parameters.,Personal key: respect response rate-limit headers; DEMO_KEY is unsuitable for automated exploration.,results[].identifier; fallback landingPage or distribution URL,"publisher, identifier, spatial coverage, temporal coverage, distribution URL",false,https://resources.data.gov/catalog-api/,Metadata discovery only; follow distribution or landing-page URLs to obtain actual data.
DGOV-0016,16,P1,diagnosis_testing,Data.gov Catalog API,data_gov,federal_metadata_catalog,catalog_search,GET,https://api.gsa.gov/technology/datagov/v4/search,Lyme disease diagnosis,Lyme disease diagnosis,"{""q"":""Lyme disease diagnosis"",""sort"":""relevance"",""per_page"":100}",United States,All available; preserve source vintage,dataset_metadata,"Diagnostic tests, accuracy evidence, biomarkers, delays, false results, and differential-diagnosis resources.","Map diagnostic failure modes and candidate opportunities for faster, clearer testing and interpretation.",required,DATA_GOV_API_KEY,Use the returned after cursor with otherwise identical parameters.,Personal key: respect response rate-limit headers; DEMO_KEY is unsuitable for automated exploration.,results[].identifier; fallback landingPage or distribution URL,"publisher, identifier, spatial coverage, temporal coverage, distribution URL",false,https://resources.data.gov/catalog-api/,Metadata discovery only; follow distribution or landing-page URLs to obtain actual data.
DGOV-0017,17,P1,diagnosis_testing,Data.gov Catalog API,data_gov,federal_metadata_catalog,catalog_search,GET,https://api.gsa.gov/technology/datagov/v4/search,diagnostic delay Lyme disease,diagnostic delay Lyme disease,"{""q"":""diagnostic delay Lyme disease"",""sort"":""relevance"",""per_page"":100}",United States,All available; preserve source vintage,dataset_metadata,"Diagnostic tests, accuracy evidence, biomarkers, delays, false results, and differential-diagnosis resources.","Map diagnostic failure modes and candidate opportunities for faster, clearer testing and interpretation.",required,DATA_GOV_API_KEY,Use the returned after cursor with otherwise identical parameters.,Personal key: respect response rate-limit headers; DEMO_KEY is unsuitable for automated exploration.,results[].identifier; fallback landingPage or distribution URL,"publisher, identifier, spatial coverage, temporal coverage, distribution URL",false,https://resources.data.gov/catalog-api/,Metadata discovery only; follow distribution or landing-page URLs to obtain actual data.
DGOV-0018,18,P1,diagnosis_testing,Data.gov Catalog API,data_gov,federal_metadata_catalog,catalog_search,GET,https://api.gsa.gov/technology/datagov/v4/search,delayed diagnosis tickborne disease,delayed diagnosis tickborne disease,"{""q"":""delayed diagnosis tickborne disease"",""sort"":""relevance"",""per_page"":100}",United States,All available; preserve source vintage,dataset_metadata,"Diagnostic tests, accuracy evidence, biomarkers, delays, false results, and differential-diagnosis resources.","Map diagnostic failure modes and candidate opportunities for faster, clearer testing and interpretation.",required,DATA_GOV_API_KEY,Use the returned after cursor with otherwise identical parameters.,Personal key: respect response rate-limit headers; DEMO_KEY is unsuitable for automated exploration.,results[].identifier; fallback landingPage or distribution URL,"publisher, identifier, spatial coverage, temporal coverage, distribution URL",false,https://resources.data.gov/catalog-api/,Metadata discovery only; follow distribution or landing-page URLs to obtain actual data.
DGOV-0019,19,P1,diagnosis_testing,Data.gov Catalog API,data_gov,federal_metadata_catalog,catalog_search,GET,https://api.gsa.gov/technology/datagov/v4/search,Lyme disease misdiagnosis,Lyme disease misdiagnosis,"{""q"":""Lyme disease misdiagnosis"",""sort"":""relevance"",""per_page"":100}",United States,All available; preserve source vintage,dataset_metadata,"Diagnostic tests, accuracy evidence, biomarkers, delays, false results, and differential-diagnosis resources.","Map diagnostic failure modes and candidate opportunities for faster, clearer testing and interpretation.",required,DATA_GOV_API_KEY,Use the returned after cursor with otherwise identical parameters.,Personal key: respect response rate-limit headers; DEMO_KEY is unsuitable for automated exploration.,results[].identifier; fallback landingPage or distribution URL,"publisher, identifier, spatial coverage, temporal coverage, distribution URL",false,https://resources.data.gov/catalog-api/,Metadata discovery only; follow distribution or landing-page URLs to obtain actual data.
DGOV-0020,20,P1,diagnosis_testing,Data.gov Catalog API,data_gov,federal_metadata_catalog,catalog_search,GET,https://api.gsa.gov/technology/datagov/v4/search,Lyme disease differential diagnosis,Lyme disease differential diagnosis,"{""q"":""Lyme disease differential diagnosis"",""sort"":""relevance"",""per_page"":100}",United States,All available; preserve source vintage,dataset_metadata,"Diagnostic tests, accuracy evidence, biomarkers, delays, false results, and differential-diagnosis resources.","Map diagnostic failure modes and candidate opportunities for faster, clearer testing and interpretation.",required,DATA_GOV_API_KEY,Use the returned after cursor with otherwise identical parameters.,Personal key: respect response rate-limit headers; DEMO_KEY is unsuitable for automated exploration.,results[].identifier; fallback landingPage or distribution URL,"publisher, identifier, spatial coverage, temporal coverage, distribution URL",false,https://resources.data.gov/catalog-api/,Metadata discovery only; follow distribution or landing-page URLs to obtain actual data.
DGOV-0021,21,P1,diagnosis_testing,Data.gov Catalog API,data_gov,federal_metadata_catalog,catalog_search,GET,https://api.gsa.gov/technology/datagov/v4/search,Lyme serology,Lyme serology,"{""q"":""Lyme serology"",""sort"":""relevance"",""per_page"":100}",United States,All available; preserve source vintage,dataset_metadata,"Diagnostic tests, accuracy evidence, biomarkers, delays, false results, and differential-diagnosis resources.","Map diagnostic failure modes and candidate opportunities for faster, clearer testing and interpretation.",required,DATA_GOV_API_KEY,Use the returned after cursor with otherwise identical parameters.,Personal key: respect response rate-limit headers; DEMO_KEY is unsuitable for automated exploration.,results[].identifier; fallback landingPage or distribution URL,"publisher, identifier, spatial coverage, temporal coverage, distribution URL",false,https://resources.data.gov/catalog-api/,Metadata discovery only; follow distribution or landing-page URLs to obtain actual data.
DGOV-0022,22,P1,diagnosis_testing,Data.gov Catalog API,data_gov,federal_metadata_catalog,catalog_search,GET,https://api.gsa.gov/technology/datagov/v4/search,two-tier Lyme testing,two-tier Lyme testing,"{""q"":""two-tier Lyme testing"",""sort"":""relevance"",""per_page"":100}",United States,All available; preserve source vintage,dataset_metadata,"Diagnostic tests, accuracy evidence, biomarkers, delays, false results, and differential-diagnosis resources.","Map diagnostic failure modes and candidate opportunities for faster, clearer testing and interpretation.",required,DATA_GOV_API_KEY,Use the returned after cursor with otherwise identical parameters.,Personal key: respect response rate-limit headers; DEMO_KEY is unsuitable for automated exploration.,results[].identifier; fallback landingPage or distribution URL,"publisher, identifier, spatial coverage, temporal coverage, distribution URL",false,https://resources.data.gov/catalog-api/,Metadata discovery only; follow distribution or landing-page URLs to obtain actual data.
DGOV-0023,23,P1,diagnosis_testing,Data.gov Catalog API,data_gov,federal_metadata_catalog,catalog_search,GET,https://api.gsa.gov/technology/datagov/v4/search,modified two-tier testing Lyme,modified two-tier testing Lyme,"{""q"":""modified two-tier testing Lyme"",""sort"":""relevance"",""per_page"":100}",United States,All available; preserve source vintage,dataset_metadata,"Diagnostic tests, accuracy evidence, biomarkers, delays, false results, and differential-diagnosis resources.","Map diagnostic failure modes and candidate opportunities for faster, clearer testing and interpretation.",required,DATA_GOV_API_KEY,Use the returned after cursor with otherwise identical parameters.,Personal key: respect response rate-limit headers; DEMO_KEY is unsuitable for automated exploration.,results[].identifier; fallback landingPage or distribution URL,"publisher, identifier, spatial coverage, temporal coverage, distribution URL",false,https://resources.data.gov/catalog-api/,Metadata discovery only; follow distribution or landing-page URLs to obtain actual data.
DGOV-0024,24,P1,surveillance_public_health,Data.gov Catalog API,data_gov,federal_metadata_catalog,catalog_search,GET,https://api.gsa.gov/technology/datagov/v4/search,Lyme disease surveillance,Lyme disease surveillance,"{""q"":""Lyme disease surveillance"",""sort"":""relevance"",""per_page"":100}",United States,All available; preserve source vintage,dataset_metadata,"Human case counts, surveillance definitions, geographic trends, reporting limitations, and prevention assets.",Build geographic and temporal outcome layers and document surveillance caveats.,required,DATA_GOV_API_KEY,Use the returned after cursor with otherwise identical parameters.,Personal key: respect response rate-limit headers; DEMO_KEY is unsuitable for automated exploration.,results[].identifier; fallback landingPage or distribution URL,"publisher, identifier, spatial coverage, temporal coverage, distribution URL",false,https://resources.data.gov/catalog-api/,Metadata discovery only; follow distribution or landing-page URLs to obtain actual data.
DGOV-0025,25,P1,surveillance_public_health,Data.gov Catalog API,data_gov,federal_metadata_catalog,catalog_search,GET,https://api.gsa.gov/technology/datagov/v4/search,Lyme disease incidence,Lyme disease incidence,"{""q"":""Lyme disease incidence"",""sort"":""relevance"",""per_page"":100}",United States,All available; preserve source vintage,dataset_metadata,"Human case counts, surveillance definitions, geographic trends, reporting limitations, and prevention assets.",Build geographic and temporal outcome layers and document surveillance caveats.,required,DATA_GOV_API_KEY,Use the returned after cursor with otherwise identical parameters.,Personal key: respect response rate-limit headers; DEMO_KEY is unsuitable for automated exploration.,results[].identifier; fallback landingPage or distribution URL,"publisher, identifier, spatial coverage, temporal coverage, distribution URL",false,https://resources.data.gov/catalog-api/,Metadata discovery only; follow distribution or landing-page URLs to obtain actual data.
DGOV-0026,26,P1,surveillance_public_health,Data.gov Catalog API,data_gov,federal_metadata_catalog,catalog_search,GET,https://api.gsa.gov/technology/datagov/v4/search,Lyme disease case counts,Lyme disease case counts,"{""q"":""Lyme disease case counts"",""sort"":""relevance"",""per_page"":100}",United States,All available; preserve source vintage,dataset_metadata,"Human case counts, surveillance definitions, geographic trends, reporting limitations, and prevention assets.",Build geographic and temporal outcome layers and document surveillance caveats.,required,DATA_GOV_API_KEY,Use the returned after cursor with otherwise identical parameters.,Personal key: respect response rate-limit headers; DEMO_KEY is unsuitable for automated exploration.,results[].identifier; fallback landingPage or distribution URL,"publisher, identifier, spatial coverage, temporal coverage, distribution URL",false,https://resources.data.gov/catalog-api/,Metadata discovery only; follow distribution or landing-page URLs to obtain actual data.
DGOV-0027,27,P1,surveillance_public_health,Data.gov Catalog API,data_gov,federal_metadata_catalog,catalog_search,GET,https://api.gsa.gov/technology/datagov/v4/search,Lyme disease underreporting,Lyme disease underreporting,"{""q"":""Lyme disease underreporting"",""sort"":""relevance"",""per_page"":100}",United States,All available; preserve source vintage,dataset_metadata,"Human case counts, surveillance definitions, geographic trends, reporting limitations, and prevention assets.",Build geographic and temporal outcome layers and document surveillance caveats.,required,DATA_GOV_API_KEY,Use the returned after cursor with otherwise identical parameters.,Personal key: respect response rate-limit headers; DEMO_KEY is unsuitable for automated exploration.,results[].identifier; fallback landingPage or distribution URL,"publisher, identifier, spatial coverage, temporal coverage, distribution URL",false,https://resources.data.gov/catalog-api/,Metadata discovery only; follow distribution or landing-page URLs to obtain actual data.
DGOV-0028,28,P1,surveillance_public_health,Data.gov Catalog API,data_gov,federal_metadata_catalog,catalog_search,GET,https://api.gsa.gov/technology/datagov/v4/search,Lyme disease case definition,Lyme disease case definition,"{""q"":""Lyme disease case definition"",""sort"":""relevance"",""per_page"":100}",United States,All available; preserve source vintage,dataset_metadata,"Human case counts, surveillance definitions, geographic trends, reporting limitations, and prevention assets.",Build geographic and temporal outcome layers and document surveillance caveats.,required,DATA_GOV_API_KEY,Use the returned after cursor with otherwise identical parameters.,Personal key: respect response rate-limit headers; DEMO_KEY is unsuitable for automated exploration.,results[].identifier; fallback landingPage or distribution URL,"publisher, identifier, spatial coverage, temporal coverage, distribution URL",false,https://resources.data.gov/catalog-api/,Metadata discovery only; follow distribution or landing-page URLs to obtain actual data.
DGOV-0029,29,P1,surveillance_public_health,Data.gov Catalog API,data_gov,federal_metadata_catalog,catalog_search,GET,https://api.gsa.gov/technology/datagov/v4/search,notifiable disease Lyme,notifiable disease Lyme,"{""q"":""notifiable disease Lyme"",""sort"":""relevance"",""per_page"":100}",United States,All available; preserve source vintage,dataset_metadata,"Human case counts, surveillance definitions, geographic trends, reporting limitations, and prevention assets.",Build geographic and temporal outcome layers and document surveillance caveats.,required,DATA_GOV_API_KEY,Use the returned after cursor with otherwise identical parameters.,Personal key: respect response rate-limit headers; DEMO_KEY is unsuitable for automated exploration.,results[].identifier; fallback landingPage or distribution URL,"publisher, identifier, spatial coverage, temporal coverage, distribution URL",false,https://resources.data.gov/catalog-api/,Metadata discovery only; follow distribution or landing-page URLs to obtain actual data.
DGOV-0030,30,P1,surveillance_public_health,Data.gov Catalog API,data_gov,federal_metadata_catalog,catalog_search,GET,https://api.gsa.gov/technology/datagov/v4/search,tickborne disease surveillance,tickborne disease surveillance,"{""q"":""tickborne disease surveillance"",""sort"":""relevance"",""per_page"":100}",United States,All available; preserve source vintage,dataset_metadata,"Human case counts, surveillance definitions, geographic trends, reporting limitations, and prevention assets.",Build geographic and temporal outcome layers and document surveillance caveats.,required,DATA_GOV_API_KEY,Use the returned after cursor with otherwise identical parameters.,Personal key: respect response rate-limit headers; DEMO_KEY is unsuitable for automated exploration.,results[].identifier; fallback landingPage or distribution URL,"publisher, identifier, spatial coverage, temporal coverage, distribution URL",false,https://resources.data.gov/catalog-api/,Metadata discovery only; follow distribution or landing-page URLs to obtain actual data.
DGOV-0031,31,P1,surveillance_public_health,Data.gov Catalog API,data_gov,federal_metadata_catalog,catalog_search,GET,https://api.gsa.gov/technology/datagov/v4/search,tick surveillance,tick surveillance,"{""q"":""tick surveillance"",""sort"":""relevance"",""per_page"":100}",United States,All available; preserve source vintage,dataset_metadata,"Human case counts, surveillance definitions, geographic trends, reporting limitations, and prevention assets.",Build geographic and temporal outcome layers and document surveillance caveats.,required,DATA_GOV_API_KEY,Use the returned after cursor with otherwise identical parameters.,Personal key: respect response rate-limit headers; DEMO_KEY is unsuitable for automated exploration.,results[].identifier; fallback landingPage or distribution URL,"publisher, identifier, spatial coverage, temporal coverage, distribution URL",false,https://resources.data.gov/catalog-api/,Metadata discovery only; follow distribution or landing-page URLs to obtain actual data.
DGOV-0032,32,P1,surveillance_public_health,Data.gov Catalog API,data_gov,federal_metadata_catalog,catalog_search,GET,https://api.gsa.gov/technology/datagov/v4/search,tick pathogen surveillance,tick pathogen surveillance,"{""q"":""tick pathogen surveillance"",""sort"":""relevance"",""per_page"":100}",United States,All available; preserve source vintage,dataset_metadata,"Human case counts, surveillance definitions, geographic trends, reporting limitations, and prevention assets.",Build geographic and temporal outcome layers and document surveillance caveats.,required,DATA_GOV_API_KEY,Use the returned after cursor with otherwise identical parameters.,Personal key: respect response rate-limit headers; DEMO_KEY is unsuitable for automated exploration.,results[].identifier; fallback landingPage or distribution URL,"publisher, identifier, spatial coverage, temporal coverage, distribution URL",false,https://resources.data.gov/catalog-api/,Metadata discovery only; follow distribution or landing-page URLs to obtain actual data.
DGOV-0033,33,P1,surveillance_public_health,Data.gov Catalog API,data_gov,federal_metadata_catalog,catalog_search,GET,https://api.gsa.gov/technology/datagov/v4/search,county Lyme disease,county Lyme disease,"{""q"":""county Lyme disease"",""sort"":""relevance"",""per_page"":100}",United States,All available; preserve source vintage,dataset_metadata,"Human case counts, surveillance definitions, geographic trends, reporting limitations, and prevention assets.",Build geographic and temporal outcome layers and document surveillance caveats.,required,DATA_GOV_API_KEY,Use the returned after cursor with otherwise identical parameters.,Personal key: respect response rate-limit headers; DEMO_KEY is unsuitable for automated exploration.,results[].identifier; fallback landingPage or distribution URL,"publisher, identifier, spatial coverage, temporal coverage, distribution URL",false,https://resources.data.gov/catalog-api/,Metadata discovery only; follow distribution or landing-page URLs to obtain actual data.
DGOV-0034,34,P1,care_access,Data.gov Catalog API,data_gov,federal_metadata_catalog,catalog_search,GET,https://api.gsa.gov/technology/datagov/v4/search,Lyme disease access to care,Lyme disease access to care,"{""q"":""Lyme disease access to care"",""sort"":""relevance"",""per_page"":100}",United States,All available; preserve source vintage,dataset_metadata,"Providers, facilities, travel burden, utilization, cost, referral, wait-time, and navigation signals.","Identify care deserts and product opportunities in navigation, referral, and access.",required,DATA_GOV_API_KEY,Use the returned after cursor with otherwise identical parameters.,Personal key: respect response rate-limit headers; DEMO_KEY is unsuitable for automated exploration.,results[].identifier; fallback landingPage or distribution URL,"publisher, identifier, spatial coverage, temporal coverage, distribution URL",false,https://resources.data.gov/catalog-api/,Metadata discovery only; follow distribution or landing-page URLs to obtain actual data.
